name,iata,icao,lat,lon,country,alt
Beira Airport,BEW,FQBR,-19.7964,34.907551,Mozambique,33
Beirut Rafic Hariri International Airport,BEY,OLBA,33.82093,35.48838,Lebanon,87
Beja International Airport,BYJ,LPBJ,38.078888,-7.9325,Portugal,636
Bejaia Soummam Airport,BJA,DAAE,36.71199,5.069922,Algeria,20
Belem Val de Cans International Airport,BEL,SBBE,-1.37925,-48.4762,Brazil,54
Belfast City George Best  Airport,BHD,EGAC,54.61805,-5.8725,United Kingdom,15
Belfast International Airport,BFS,EGAA,54.657501,-6.21583,United Kingdom,268
Belgaum Airport,IXG,VABM,15.85928,74.618294,India,2487
Belgorod International Airport,EGO,UUOB,50.639999,36.59,Russia,734
Belgrade Nikola Tesla Airport,BEG,LYBE,44.818439,20.30913,Serbia,335
Belize City Philip S. W. Goldson International Airport,BZE,MZBZ,17.539141,-88.308197,Belize,15
Belize City Sir Barry Bowen Municipal Airport,TZA,MZBE,17.516512,-88.194695,Belize,8
Bella Coola Airport,QBC,CYBD,52.387501,-126.595833,Canada,117
Belleville MidAmerica St. Louis Airport,BLV,KBLV,38.54517,-89.835098,United States,458
Bellingham International Airport,BLI,KBLI,48.79269,-122.537003,United States,170
Belo Horizonte Pampulha Airport,PLU,SBBH,-19.851101,-43.9506,Brazil,2589
Belo Horizonte Tancredo Neves International Airport,CNF,SBCF,-19.633699,-43.9688,Brazil,2715
Beloyarsk Airport,EYK,USHQ,63.683056,66.68306,Russia,82
Bemidji Regional Airport,BJI,KBJI,47.509998,-94.93,United States,1391
Benalla Airport,BLN,YBLA,-36.551899,146.007004,Australia,569
Benbecula Airport,BEB,EGPL,57.48111,-7.36277,United Kingdom,19
Bendigo Airport,BXG,YBDG,-36.739399,144.330002,Australia,705
Bengaluru Kempegowda International Airport,BLR,VOBL,13.198889,77.705559,India,3002
Benghazi Benina International Airport,BEN,HLLB,32.096779,20.26947,Libya,433
Bengkulu Fatmawati Soekarno Airport,BKS,WIPL,-3.8637,102.338997,Indonesia,50
Beni Mellal Airport,BEM,GMMD,32.400002,-6.316667,Morocco,1700
Benin Airport,BNI,DNBE,6.316981,5.599503,Nigeria,258
Benton Harbor Southwest Michigan Regional Airport,BEH,KBEH,42.128601,-86.428497,United States,643
Bentonville Northwest Arkansas Regional Airport,XNA,KXNA,36.28186,-94.306801,United States,1288
Bequia J.F. Mitchell Airport,BQU,TVSB,12.9884,-61.262001,Saint Vincent And The Grenadines,15
Berbera Airport,BBO,HCMI,10.38916,44.941101,Somalia,30
Berens River Airport,YBV,CYBV,52.358696,-97.021408,Canada,716
Bergen Flesland Airport,BGO,ENBR,60.293381,5.218142,Norway,170
Bergen op Zoom Woensdrecht Air Base Airport,WOE,EHWO,51.4491,4.34203,Netherlands,63
Bergerac Dordogne Perigord Airport,EGC,LFBE,44.824429,0.520525,France,171
Berlevag Airport,BVG,ENBV,70.871384,29.034161,Norway,42
Berlin Schonefeld Airport,SXF,EDDB,52.380001,13.5225,Germany,157
Berlin Tegel Airport,TXL,EDDT,52.560001,13.288,Germany,122
Bermuda L.F. Wade International Airport,BDA,TXKF,32.36404,-64.678703,Bermuda,18
Bern Airport,BRN,LSZB,46.914101,7.497153,Switzerland,1674
Beryozovo Airport,EZV,USHB,63.924583,65.044853,Russia,75
Beslan Airport,OGZ,URMO,43.205002,44.606667,Russia,1673
Bethel Airport,BET,PABE,60.77977,-161.837997,United States,128
Bettles Airport,BTT,PABT,66.91394,-151.529007,United States,647
Beverly Municipal Airport,BVY,KBVY,42.584202,-70.916496,United States,107
Beziers Cap d'Agde Airport,BZR,LFMU,43.323421,3.353397,France,56
Bhadrapur Airport,BDP,VNCG,26.570801,88.079597,Nepal,300
Bhamo Banmaw Airport,BMO,VYBM,24.268354,97.249054,Myanmar (Burma),377
Bharatpur Airport,BHR,VNBP,27.678049,84.429443,Nepal,600
Bhavnagar Airport,BHU,VABV,21.752199,72.185181,India,44
Bhopal Raja Bhoj Airport,BHO,VABP,23.28746,77.337372,India,1719
Bhubaneswar Biju Patnaik International Airport,BBI,VEBS,20.24436,85.81778,India,138
Bhuj Airport,BHJ,VABJ,23.287821,69.670143,India,268
Biak Frans Kaisiepo Airport,BIK,WABB,-1.19001,136.107895,Indonesia,46
Biala Podlaska Airport,BXP,EPBP,52.003056,23.143612,Poland,495
Biarritz Pays Basque Airport,BIQ,LFBZ,43.46833,-1.53111,France,245
Bidar Airport,IXX,VOBR,17.908081,77.487144,India,2186
Bielefeld Airport,BFE,EDLI,51.964722,8.544444,Germany,433
Big Trout Lake Airport,YTL,CYTL,53.817501,-89.896896,Canada,777
Bijie Feixiong Airport,BFJ,ZUBJ,27.300278,105.301392,China,4751
Bikaner Nal Airport,BKB,VIBK,28.070601,73.207199,India,750
Bilbao Airport,BIO,LEBB,43.30109,-2.9106,Spain,138
Bildudalur Airport,BIU,BIBD,65.641388,-23.54611,Iceland,18
Billings Logan International Airport,BIL,KBIL,45.807659,-108.542,United States,3652
Billund Airport,BLL,EKBI,55.740318,9.151778,Denmark,247
Bima Sultan Muhammad Salahudin Airport,BMU,WADB,-8.53964,118.687302,Indonesia,3
Bingol Airport,BGG,LTCU,38.861111,40.592499,Turkey,3490
Bintulu Airport,BTU,WBGB,3.12385,113.020401,Malaysia,74
Biratnagar Airport,BIR,VNVT,26.484159,87.264442,Nepal,236
Birdsville Airport,BVI,YBDV,-25.898333,139.343338,Australia,157
Birjand International Airport,XBJ,OIMB,32.898048,59.266109,Iran,4952
Birmingham Airport,BHX,EGBB,52.45385,-1.74802,United Kingdom,327
Birmingham Shuttlesworth International Airport,BHM,KBHM,33.563881,-86.752296,United States,650
Bisha Domestic Airport,BHH,OEBH,19.98435,42.62088,Saudi Arabia,3887
Bishkek Manas International Airport,FRU,UCFM,43.061298,74.477547,Kyrgyzstan,2058
Bishop Eastern Sierra Regional Airport,BIH,KBIH,37.3731,-118.363998,United States,4124
Biskra Airport,BSK,DAUB,34.793282,5.738231,Algeria,289
Bismarck Municipal Airport,BIS,KBIS,46.774479,-100.758209,United States,1661
Bissau Osvaldo Vieira International Airport,OXB,GGOV,11.8947,-15.6536,Guinea-Bissau,129
Bitburg Airport,BBJ,EDRB,49.945332,6.565,Germany,1223
Black Tickle Airport,YBI,CCE4,53.469398,-55.785,Canada,57
Blackall Airport,BKQ,YBCK,-24.4277,145.428604,Australia,928
Blackbushe Airport,BBS,EGLK,51.323879,-0.8475,United Kingdom,325
Blackpool International Airport,BLK,EGNH,53.772106,-3.038085,United Kingdom,34
Blacksburg Virginia Tech Montgomery Executive Airport,BCB,KBCB,37.2076,-80.407799,United States,2132
Blagoveshchensk Ignatyevo Airport,BQS,UHBB,50.425388,127.412399,Russia,638
Blantyre Chileka International Airport,BLZ,FWCL,-15.679,34.97401,Malawi,2555
Blenheim Woodbourne Airport,BHE,NZWB,-41.518299,173.870193,New Zealand,109
Blimbingsari Airport,BWX,WARB,-8.31,114.340279,Indonesia,110
Block Island Airport,BID,KBID,41.169434,-71.579613,United States,109
Bloemfontein Airport,BFN,FABL,-29.092699,26.302441,South Africa,4458
Blonduos Airport,BLO,BIBL,65.644997,-20.2875,Iceland,131
Bloomington Central Illinois Regional Airport,BMI,KBMI,40.477112,-88.915901,United States,871
Bloomington Monroe County Airport,BMG,KBMG,39.139999,-86.610001,United States,846
Blountville Tri-Cities Regional Airport,TRI,KTRI,36.47522,-82.407402,United States,1519
Bluefields Airport,BEF,MNBL,11.99096,-83.774002,Nicaragua,41
Blythe Airport,BLH,KBLH,33.610001,-114.709999,United States,399
Blytheville Arkansas International Airport,BYH,KBYH,35.96434,-89.943901,United States,254
Bo Airport,KBS,GFBO,7.95,-11.767,Sierra Leone,328
Boa Vista International Airport,BVB,SBBV,2.846311,-60.689999,Brazil,276
Boa Vista Rabil Airport,BVC,GVBA,16.13653,-22.8888,Cape Verde,69
Boca Raton Airport,BCT,KBCT,26.3785,-80.107597,United States,13
Bocas Del Toro International Airport,BOC,MPBO,9.340853,-82.250801,Panama,10
Bodaybo Airport,ODO,UIKB,57.860001,114.239998,Russia,919
Bodo Airport,BOO,ENBO,67.269157,14.36527,Norway,42
Bodrum Milas Airport,BJV,LTFE,37.25061,27.66431,Turkey,21
Bogota El Dorado International Airport,BOG,SKBO,4.703056,-74.138298,Colombia,8361
Boise Airport,BOI,KBOI,43.564362,-116.222,United States,2871
Bojnord Airport,BJB,OIMN,37.489719,57.308849,Iran,3543
Bol Brac Airport,BWK,LDSB,43.285702,16.679701,Croatia,1776
Bole Alashankou Airport,BPL,ZWBL,44.895,82.299721,China,1253
Bologna Guglielmo Marconi Airport,BLQ,LIPE,44.535439,11.28866,Italy,123
Bolzano Airport,BZO,LIPB,46.46019,11.32638,Italy,789
Bonaire Flamingo International Airport,BON,TNCB,12.13104,-68.268501,Netherlands,20
Bonaventure Airport,YVB,CYVB,48.07111,-65.460281,Canada,123
Bonito Airport,BYO,SBDB,-21.247299,-56.452499,Brazil,1180
Bonnyville Airport,YBY,CYBF,54.299999,-110.739998,Canada,1836
Boolgeeda Airport,OCM,YBGD,-22.540001,117.275002,Australia,1866
Bor Podkamennaya Tunguska Airport,TGP,UNIP,61.59,89.979446,Russia,213
Bora Bora Airport,BOB,NTTB,-16.4443,-151.751007,French Polynesia,10
Bordeaux Merignac Airport,BOD,LFBD,44.828609,-0.71527,France,166
Borger Hutchinson County Airport,BGD,KBGD,35.700901,-101.393997,United States,3055
Borkum Airport,BMK,EDWR,53.595501,6.709167,Germany,3
Borlange Dala Airport,BLE,ESSD,60.422009,15.51521,Sweden,503
Bornholm Airport,RNN,EKRN,55.063259,14.75955,Denmark,52
Bosaso Airport,BSA,HCMF,11.283333,49.150002,Somalia,6
Bost Airport,BST,OABT,31.55901,64.36409,Afghanistan,2464
Boston Logan International Airport,BOS,KBOS,42.362968,-71.006401,United States,20
Bouake Airport,BYK,DIBK,7.7388,-5.07366,Cote D'ivoire (Ivory Coast),1230
Bouarfa Airport,UAR,GMFB,32.514172,-1.98167,Morocco,3633
Boulder Municipal Airport,WBU,KBDU,40.039398,-105.225998,United States,5288
Boulia Airport,BQL,YBOU,-22.9,139.899994,Australia,542
Bountiful Skypark Airport,BTF,KBTF,40.8694,-111.927002,United States,4234
Bourges Airport,BOU,LFLD,47.064449,2.378953,France,529
Bournemouth Airport,BOH,EGHH,50.779999,-1.8425,United Kingdom,38
Bovanenkovo Airport,BVJ,USDB,70.315277,68.333611,Russia,23
Bowling Green Warren County Regional Airport,BWG,KBWG,36.962223,-86.422218,United States,547
Bozeman Yellowstone International Airport,BZN,KBZN,45.777458,-111.152,United States,4473
Bradford Regional Airport,BFD,KBFD,41.802223,-78.639442,United States,2143
Braga Airport,BGZ,LPBR,41.587101,-8.44514,Portugal,247
Braganca Airport,BGC,LPBG,41.8578,-6.70712,Portugal,2241
Brainerd Lakes Regional Airport,BRD,KBRD,46.397221,-94.137497,United States,1226
Brandon Municipal Airport,YBR,CYBR,49.91,-99.951897,Canada,1343
Branson Airport,BKG,KBBG,36.532082,-93.2005,United States,1302
Brasilia International Airport,BSB,SBBR,-15.8711,-47.918598,Brazil,3479
Brasov Airport,BRV,LROV,45.701668,25.52,Romania,1740
Bratislava M. R. Stefanik Airport,BTS,LZIB,48.170158,17.21266,Slovakia,436
Bratsk Airport,BTK,UIBB,56.370548,101.698303,Russia,1610
Braunschweig Airport,BWE,EDVE,52.31916,10.55611,Germany,295
Brazzaville Maya Maya Airport,BZV,FCBB,-4.2517,15.25303,Congo,1048
Brekstad Orland Airport,OLA,ENOL,63.698898,9.604003,Norway,28
Bremen Airport,BRE,EDDW,53.047501,8.786667,Germany,14
Bremerton National Airport,PWT,KPWT,47.485001,-122.763336,United States,439
Brescia Airport,VBS,LIPO,45.428879,10.33055,Italy,356
Brest Airport,BQT,UMBB,52.116669,23.883333,Belarus,469
Brest Bretagne Airport,BES,LFRB,48.44722,-4.42166,France,325
Brevig Mission Airport,KTS,PFKT,65.331299,-166.466003,United States,38
Bridgetown Grantley Adams International Airport,BGI,TBPB,13.0746,-59.492401,Barbados,169
Brighton City Shoreham Airport,ESH,EGKA,50.835548,-0.29722,United Kingdom,7
Brindisi Airport,BDS,LIBR,40.657631,17.947029,Italy,47
Brisbane Airport,BNE,YBBN,-27.3841,153.117493,Australia,13
Bristol Airport,BRS,EGGD,51.38266,-2.71908,United Kingdom,622
Brive Souillac Airport,BVE,LFSL,45.040031,1.487762,France,1016
Brno Turany Airport,BRQ,LKTB,49.15126,16.694429,Czechia,778
Brochet Airport,YBT,CYBT,57.889439,-101.678001,Canada,1136
Broken Hill Airport,BHQ,YBHI,-31.998983,141.468567,Australia,958
Bromont Airport,ZBM,CZBM,45.290798,-72.741402,Canada,375
Bronnoysund Airport,BNN,ENBN,65.461113,12.2175,Norway,25
Brookings Airport,BKX,KBKX,44.303333,-96.811111,United States,1648
Broome International Airport,BME,YBRM,-17.9447,122.231598,Australia,56
Brownsville South Padre Island International Airport,BRO,KBRO,25.90683,-97.425797,United States,22
Brownwood Regional Airport,BWD,KBWD,31.794722,-98.956665,United States,1387
Brunei International Airport,BWN,WBSB,4.9442,114.928299,Brunei,73
Brunswick Golden Isles Airport,BQK,KBQK,31.258801,-81.4664,United States,26
Brunswick Malcolm McKinnon Airport,SSI,KSSI,31.15,-81.389999,United States,19
Brussels Airport,BRU,EBBR,50.901379,4.484444,Belgium,184
Brussels South Charleroi Airport,CRL,EBCI,50.459999,4.452778,Belgium,614
Bryansk International Airport,BZK,UUBP,53.214191,34.176441,Russia,663
Bucaramanga Palonegro International Airport,BGA,SKBG,7.126944,-73.184998,Colombia,3902
Bucharest Aurel Vlaicu Airport,BBU,LRBS,44.503189,26.10211,Romania,297
Bucharest Henri Coanda International Airport,OTP,LROP,44.572159,26.102171,Romania,314
Buckland Airport,BKC,PABL,65.978889,-161.126663,United States,24
Budapest Ferenc Liszt International Airport,BUD,LHBP,47.436932,19.25559,Hungary,495
Buenos Aires Jorge Newbery Airport,AEP,SABE,-34.559101,-58.4156,Argentina,18
Buenos Aires Ministro Pistarini International Airport,EZE,SAEZ,-34.822201,-58.535801,Argentina,67
Buffalo Narrows Airport,YVT,CYVT,55.841942,-108.417,Canada,1444
Buffalo Niagara International Airport,BUF,KBUF,42.940521,-78.732101,United States,727
Bugulma Airport,UUA,UWKB,54.630001,52.790001,Russia,991
Bujumbura International Airport,BJM,HBBA,-3.32401,29.31851,Burundi,2582
Buka Airport,BUA,AYBK,-5.42232,154.673004,Papua New Guinea,11
Bukhara International Airport,BHK,UTSB,39.775002,64.48333,Uzbekistan,751
Bukoba Airport,BKZ,HTBU,-1.3,31.799999,Tanzania,3745
Bulawayo Joshua Mqabuko Nkomo International Airport,BUQ,FVBU,-20.017401,28.617861,Zimbabwe,4359
Bullhead International Airport,IFP,KIFP,35.155972,-114.558998,United States,701
Bunbury Airport,BUY,YBUN,-33.378056,115.676941,Australia,53
Bundaberg Airport,BDB,YBUD,-24.898708,152.321869,Australia,107
Bunia Airport,BUX,FZKA,1.565719,30.220831,Democratic Republic Of The Congo,4045
Bunnell Flagler County Airport,QQF,KFIN,29.467501,-81.20639,United States,33
Buochs Airport,BXO,LSZC,46.974445,8.396944,Switzerland,1475
Buol Airport,UOL,WAMY,1.1027,121.414101,Indonesia,27
Buon Ma Thuot Airport,BMV,VVBM,12.66831,108.120201,Vietnam,1729
Burbank Bob Hope Airport,BUR,KBUR,34.200661,-118.358002,United States,778
Burgas Airport,BOJ,LBBG,42.56958,27.51523,Bulgaria,135
Burgos Airport,RGS,LEBG,42.357498,-3.613611,Spain,2963
Buriram Airport,BFV,VTUO,15.2295,103.252998,Thailand,590
Burlington Alamance Regional Airport,QQY,KBUY,36.048611,-79.474998,United States,616
Burlington International Airport,BTV,KBTV,44.471859,-73.153198,United States,335
Burlington Municipal Airport,QQU,KBUU,42.691944,-88.303886,United States,780
Burlington Southeast Iowa Regional Airport,BRL,KBRL,40.78611,-91.123337,United States,698
Burlington/Mount Vernon Skagit Regional Airport,MVW,KBVS,48.472748,-122.417976,United States,118
Burnie Airport,BWT,YWYY,-40.99889,145.73111,Australia,62
Burqin Kanas Airport,KJI,ZWKN,48.221111,86.998055,China,3898
Bursa Yenisehir Airport,YEI,LTBR,40.255001,29.5625,Turkey,760
Busan Gimhae International Airport,PUS,RKPK,35.17952,128.938202,South Korea,6
Bushehr Airport,BUZ,OIBB,28.944811,50.834629,Iran,68
Busselton Regional Airport,BQB,YBLN,-33.687222,115.400276,Australia,-1
Busuanga Airport,USU,RPVV,12.121458,120.100029,Philippines,148
Butler Regional Airport,BTP,KBTP,40.776901,-79.949699,United States,1248
Butte Bert Mooney Airport,BTM,KBTM,45.951111,-112.493889,United States,5550
Butuan Bancasi Airport,BXU,RPWE,8.951322,125.477898,Philippines,141
Bydgoszcz Ignacy Jan Paderewski Airport,BZG,EPBY,53.096802,17.977659,Poland,235
Ca Mau Airport,CAH,VVCM,9.177667,105.17778,Vietnam,6
Cabinda Airport,CAB,FNCA,-5.59699,12.18835,Angola,66
Cabo Frio International Airport,CFB,SBCB,-22.92,-42.07,Brazil,14
Cabo San Lucas International Airport,CSL,MMSL,22.947701,-109.936996,Mexico,670
Cacoal Airport,OAL,SSKW,-11.496,-61.450802,Brazil,778
Caen Carpiquet Airport,CFR,LFRK,49.173279,-0.44987,France,256
Cagayan de Oro Laguindingan Airport,CGY,RPMY,8.6125,124.457222,Philippines,190
Cagliari Elmas Airport,CAG,LIEE,39.251461,9.054283,Italy,13
Cairns Airport,CNS,YBCS,-16.885799,145.755203,Australia,10
Cairo International Airport,CAI,HECA,30.121941,31.40555,Egypt,382
Cajamarca Airport,CJA,SPJB,-7.13918,-78.489403,Peru,8781
Calabar Margaret Ekpo International Airport,CBQ,DNCA,4.976019,8.347196,Nigeria,210
Calais Dunkerque Airport,CQF,LFAC,50.96093,1.951433,France,10
Calama El Loa Airport,CJC,SCCF,-22.4981,-68.903503,Chile,7543
Calbayog Airport,CYP,RPVC,12.075833,124.543053,Philippines,12
Caldas Novas Airport,CLV,SBCN,-17.724722,-48.610001,Brazil,2247
Caldwell Essex County Airport,CDW,KCDW,40.875004,-74.280212,United States,171
Calexico International Airport,CXL,KCXL,32.669498,-115.513,United States,5
Calgary International Airport,YYC,CYYC,51.11388,-114.019997,Canada,3557
Cali Alfonso Bonilla Aragon International Airport,CLO,SKCL,3.543056,-76.381599,Colombia,3162
Caloundra Airport,CUD,YCDR,-26.799999,153.100006,Australia,12
Calvi Sainte-Catherine Airport,CLY,LFKC,42.520359,8.793028,France,209
Camaguey Ignacio Agramonte International Airport,CMW,MUCM,21.42042,-77.847397,Cuba,413
Cambridge Airport,CBG,EGSC,52.205002,0.175,United Kingdom,47
Cambridge Bay Airport,YCB,CYCB,69.108047,-105.138,Canada,90
Cambridge Dorchester Airport,CGE,KCGE,38.539299,-76.030403,United States,20
Camden Airport,CDU,YSCN,-34.040199,150.687195,Australia,230
Campbell River Airport,YBL,CYBL,49.950829,-125.269997,Canada,346
Campbeltown Airport,CAL,EGEC,55.43,-5.68,United Kingdom,42
Campeche International Airport,CPE,MMCP,19.81679,-90.500298,Mexico,34
Campina Grande Airport,CPV,SBKG,-7.26991,-35.896301,Brazil,1646
Campinas Viracopos International Airport,VCP,SBKP,-23.007299,-47.134499,Brazil,2170
Campo Grande International Airport,CGR,SBCG,-20.468599,-54.672501,Brazil,1833
Campos dos Goytacazes Bartolomeu Lysandro Airport,CAW,SBCP,-21.698299,-41.301601,Brazil,57
Can Tho International Airport,VCA,VVCT,10.08,105.709999,Vietnam,9
Canakkale Airport,CKZ,LTBH,40.137718,26.426769,Turkey,23
Canberra International Airport,CBR,YSCB,-35.3069,149.195007,Australia,1886
Cancun International Airport,CUN,MMUN,21.03652,-86.876999,Mexico,20
Cangyuan Washan Airport,CWJ,ZPCW,23.273478,99.369987,China,-1
Cannes Mandelieu Airport,CEQ,LFMD,43.546379,6.954167,France,13
Canouan Airport,CIW,TVSC,12.69904,-61.3424,Saint Vincent And The Grenadines,11
Canton Cherokee County Regional Airport,QQC,KCNI,34.310555,-84.423889,United States,1219
Cap-Haitien International Airport,CAP,MTCH,19.732981,-72.194702,Haiti,10
Cape Dorset Airport,YTE,CYTE,64.230003,-76.526604,Canada,164
Cape Girardeau Regional Airport,CGI,KCGI,37.225311,-89.570702,United States,341
Cape May County,WWD,KWWD,39.008499,-74.908203,United States,21
Cape Town International Airport,CPT,FACT,-33.964802,18.60166,South Africa,151
Caracas Simon Bolivar International Airport,CCS,SVMI,10.60311,-66.990501,Venezuela,235
Carajas Airport,CKS,SBCJ,-6.114749,-50.001945,Brazil,2037
Carauari Airport,CAF,SWCA,-4.87152,-66.897499,Brazil,355
Carbondale Murphysboro Southern Illinois Airport,MDH,KMDH,37.778099,-89.251999,United States,411
Carcassonne Airport,CCF,LFMK,43.215809,2.308544,France,433
Cardiff Airport,CWL,EGFF,51.396469,-3.33753,United Kingdom,220
Carlisle Lake District Airport,CAX,EGNC,54.9375,-2.80916,United Kingdom,190
Carlsbad Cavern City Air Terminal Airport,CNM,KCNM,32.337471,-104.263,United States,3295
Carnarvon Airport,CVQ,YCAR,-24.880501,113.672203,Australia,13
Carson Airport,CSN,KCXP,39.1922,-119.734001,United States,4697
Cartagena Rafael Nunez International Airport,CTG,SKCG,10.4425,-75.512703,Colombia,4
Cartersville Airport,QQV,KVPC,34.123055,-84.84861,United States,759
Cartwright Airport,YRF,CYCA,53.682999,-57.033001,Canada,40
Casa Grande Municipal Airport,CGZ,KCGZ,32.955158,-111.766068,United States,1464
